label,Filter,Ca (ug/L),Mg (ug/L),Sr (ug/L),Na (ug/L),Ca sw corr,Ca sw + V corr,PIC mmol/m3,PIC ug/l
MAX,0.0,4.488221622573169,2219.283377076183,0.014525839046333963,63.09115911388323,3.311457901869344,1.103819300623114,0.027595482515577866,0.33114579018693446
MAY,0.0,4.842406426561075,30.28824029223223,0.16194752236449927,235.21377624053684,6.799275483125984,2.2664251610419943,0.05666062902604984,0.6799275483125985
MBX,0.0,2.8099525500145592,299.0125664583347,0.11116804097101529,164.82917530987444,4.335710144620184,1.445236714873395,0.03613091787183492,0.4335710144620185
MBY,0.0,13.923946997888208,37.93171540193421,0.24047938234562508,320.0023725432881,2.0513313771962505,0.6837771257320836,0.017094428143302098,0.20513313771962527
